prefix,bits,registry,vendor
00509A,24,MA-L,TAG ELECTRONIC SYSTEMS
00509B,24,MA-L,SWITCHCORE AB
00509C,24,MA-L,BETA RESEARCH
00509D,24,MA-L,THE INDUSTREE B.V.
00509E,24,MA-L,Les Technologies SoftAcoustik Inc.
00509F,24,MA-L,HORIZON COMPUTER
0050A0,24,MA-L,"DELTA COMPUTER SYSTEMS, INC."
0050A1,24,MA-L,"CARLO GAVAZZI, INC."
0050A2,24,MA-L,"Cisco Systems, Inc"
0050A3,24,MA-L,"TransMedia Communications, Inc."
0050A4,24,MA-L,"IO TECH, INC."
0050A5,24,MA-L,"CAPITOL BUSINESS SYSTEMS, LTD."
0050A6,24,MA-L,OPTRONICS
0050A7,24,MA-L,"Cisco Systems, Inc"
0050A8,24,MA-L,"OpenCon Systems, Inc."
0050A9,24,MA-L,MOLDAT WIRELESS TECHNOLGIES
0050AA,24,MA-L,"KONICA MINOLTA HOLDINGS, INC."
0050AB,24,MA-L,"NALTEC, Inc."
0050AC,24,MA-L,MAPLE COMPUTER CORPORATION
0050AD,24,MA-L,CommUnique Wireless Corp.
0050AE,24,MA-L,"FDK Co., Ltd"
0050AF,24,MA-L,"INTERGON, INC."
0050B0,24,MA-L,TECHNOLOGY ATLANTA CORPORATION
0050B1,24,MA-L,GIDDINGS & LEWIS
0050B2,24,MA-L,BRODEL GmbH
0050B3,24,MA-L,VOICEBOARD CORPORATION
0050B4,24,MA-L,"SATCHWELL CONTROL SYSTEMS, LTD"
0050B5,24,MA-L,FICHET SECURITE ELECTRONIQUE
0050B6,24,MA-L,"GOOD WAY IND. CO., LTD."
0050B7,24,MA-L,"BOSER TECHNOLOGY CO., LTD."
0050B8,24,MA-L,INOVA COMPUTERS GMBH & CO. KG
0050B9,24,MA-L,"XITRON TECHNOLOGIES, INC."
0050BA,24,MA-L,D-Link Corporation
0050BB,24,MA-L,CMS TECHNOLOGIES
0050BC,24,MA-L,HAMMER STORAGE SOLUTIONS
0050BD,24,MA-L,"Cisco Systems, Inc"
0050BE,24,MA-L,FAST MULTIMEDIA AG
0050BF,24,MA-L,Metalligence Technology Corp.
0050C0,24,MA-L,"GATAN, INC."
0050C1,24,MA-L,"GEMFLEX NETWORKS, LTD."
0050C2,24,MA-L,IEEE Registration Authority
0050C4,24,MA-L,IMD
0050C5,24,MA-L,"ADS Technologies, Inc"
0050C6,24,MA-L,"LOOP TELECOMMUNICATION INTERNATIONAL, INC."
0050C7,24,MA-L,Private
0050C8,24,MA-L,"Addonics Technologies, Inc."
0050C9,24,MA-L,MASPRO DENKOH CORP.
0050CA,24,MA-L,"Zhone Technologies, Inc."
0050CB,24,MA-L,Bucher Automation AG
0050CC,24,MA-L,Seagate Cloud Systems Inc
0050CD,24,MA-L,DIGIANSWER A/S
0050CE,24,MA-L,LG INTERNATIONAL CORP.
0050CF,24,MA-L,VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE
0050D0,24,MA-L,MINERVA SYSTEMS
0050D1,24,MA-L,"Cisco Systems, Inc"
0050D2,24,MA-L,CMC Electronics Inc
0050D3,24,MA-L,DIGITAL AUDIO PROCESSING PTY. LTD.
0050D4,24,MA-L,JOOHONG INFORMATION &
0050D5,24,MA-L,AD SYSTEMS CORP.
0050D6,24,MA-L,ATLAS COPCO TOOLS AB
0050D7,24,MA-L,TELSTRAT
0050D8,24,MA-L,UNICORN COMPUTER CORP.
0050D9,24,MA-L,ENGETRON-ENGENHARIA ELETRONICA IND. e COM. LTDA
0050DA,24,MA-L,3COM
0050DB,24,MA-L,CONTEMPORARY CONTROL
0050DC,24,MA-L,TAS TELEFONBAU A. SCHWABE GMBH & CO. KG
0050DD,24,MA-L,"SERRA SOLDADURA, S.A."
0050DE,24,MA-L,SIGNUM SYSTEMS CORP.
0050DF,24,MA-L,"AirFiber, Inc."
0050E1,24,MA-L,NS TECH ELECTRONICS SDN BHD
0050E2,24,MA-L,"Cisco Systems, Inc"
0050E3,24,MA-L,Commscope
0050E4,24,MA-L,"Apple, Inc."
0050E6,24,MA-L,HAKUSAN CORPORATION
0050E7,24,MA-L,PARADISE INNOVATIONS (ASIA)
0050E8,24,MA-L,"Nomadix, Inc"
0050EA,24,MA-L,"XEL COMMUNICATIONS, INC."
0050EB,24,MA-L,ALPHA-TOP CORPORATION
0050EC,24,MA-L,OLICOM A/S
0050ED,24,MA-L,ANDA NETWORKS
0050EE,24,MA-L,TEK DIGITEL CORPORATION
0050EF,24,MA-L,SPE Systemhaus GmbH
0050F0,24,MA-L,"Cisco Systems, Inc"
0050F1,24,MA-L,"Maxlinear, Inc"
0050F2,24,MA-L,MICROSOFT CORP.
0050F3,24,MA-L,"GLOBAL NET INFORMATION CO., Ltd."
0050F4,24,MA-L,SIGMATEK GMBH & CO. KG
0050F6,24,MA-L,PAN-INTERNATIONAL INDUSTRIAL CORP.
0050F7,24,MA-L,VENTURE MANUFACTURING (SINGAPORE) LTD.
0050F8,24,MA-L,"ENTREGA TECHNOLOGIES, INC."
0050F9,24,MA-L,Sensormatic Electronics LLC
0050FA,24,MA-L,"OXTEL, LTD."
0050FB,24,MA-L,VSK ELECTRONICS
0050FC,24,MA-L,Edimax Technology Co. Ltd.
0050FD,24,MA-L,"VISIONCOMM CO., LTD."
0050FE,24,MA-L,PCTVnet ASA
0050FF,24,MA-L,"HAKKO ELECTRONICS CO., LTD."
0051ED,24,MA-L,LG Innotek
005218,24,MA-L,Wuxi Keboda Electron Co.Ltd
005245,24,MA-L,GANATECHWIN
0052C2,24,MA-L,peiker acustic GmbH
0052C8,24,MA-L,Made Studio Design Ltd.
00549F,24,MA-L,Avaya Inc
0054AF,24,MA-L,"AUMOVIO Systems, Inc."
0054BD,24,MA-L,Swelaser AB
0055B1,24,MA-L,"Shanghai Baud Data Communication Co.,Ltd."
0055DA,24,MA-L,IEEE Registration Authority
00562B,24,MA-L,"Cisco Systems, Inc"
00566D,24,MA-L,"Huawei Device Co., Ltd."
0056CD,24,MA-L,"Apple, Inc."
0056F1,24,MA-L,zte corporation
0057C1,24,MA-L,LG Electronics (Mobile Communications)
0057D2,24,MA-L,"Cisco Systems, Inc"
005828,24,MA-L,Axon Networks Inc.
00583F,24,MA-L,PC Aquarius
005907,24,MA-L,"LenovoEMC Products USA, LLC"
00596C,24,MA-L,"Cisco Systems, Inc"
005979,24,MA-L,Networked Energy Services
0059AC,24,MA-L,KPN. B.V.
0059DC,24,MA-L,"Cisco Systems, Inc"
005A13,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
005A39,24,MA-L,"SHENZHEN FAST TECHNOLOGIES CO.,LTD"
005B94,24,MA-L,"Apple, Inc."
005BA1,24,MA-L,"shanghai huayuan chuangxin software CO., LTD."
005C86,24,MA-L,"SHENZHEN FAST TECHNOLOGIES CO.,LTD"
005CB1,24,MA-L,"Gospell DIGITAL TECHNOLOGY CO., LTD"
005CC2,24,MA-L,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
005D03,24,MA-L,"Xilinx, Inc"
005D73,24,MA-L,"Cisco Systems, Inc"
005E0C,24,MA-L,HMD Global Oy
005F67,24,MA-L,TP-Link Systems Inc
005F86,24,MA-L,"Cisco Systems, Inc"
005FBF,24,MA-L,Toshiba Corp.
006000,24,MA-L,XYCOM INC.
006001,24,MA-L,"InnoSys, Inc."
006002,24,MA-L,"SCREEN SUBTITLING SYSTEMS, LTD"
006003,24,MA-L,"TERAOKA WEIGH SYSTEM PTE, LTD."
006004,24,MA-L,COMPUTADORES MODULARES SA
006005,24,MA-L,Touchstar ATC Limited
006006,24,MA-L,"SOTEC CO., LTD"
006007,24,MA-L,"ACRES GAMING, INC."
006008,24,MA-L,3COM
006009,24,MA-L,"Cisco Systems, Inc"
00600A,24,MA-L,SORD COMPUTER CORPORATION
00600B,24,MA-L,LOGWARE GmbH
00600C,24,MA-L,Eurotech Inc.
00600D,24,MA-L,Digital Logic GmbH
00600E,24,MA-L,"WAVENET INTERNATIONAL, INC."
00600F,24,MA-L,Westell Technologies Inc.
006010,24,MA-L,"NETWORK MACHINES, INC."
006011,24,MA-L,CRYSTAL SEMICONDUCTOR CORP.
006012,24,MA-L,POWER COMPUTING CORPORATION
006013,24,MA-L,NETSTAL MASCHINEN AG
006014,24,MA-L,"EDEC CO., LTD."
006015,24,MA-L,NET2NET CORPORATION
006016,24,MA-L,CLARIION
006017,24,MA-L,TOKIMEC INC.
006018,24,MA-L,STELLAR ONE CORPORATION
006019,24,MA-L,Roche Diagnostics
00601A,24,MA-L,KEITHLEY INSTRUMENTS
00601B,24,MA-L,MESA ELECTRONICS
00601C,24,MA-L,TELXON CORPORATION
00601D,24,MA-L,LUCENT TECHNOLOGIES
00601E,24,MA-L,"SOFTLAB, INC."
00601F,24,MA-L,STALLION TECHNOLOGIES
006020,24,MA-L,"PIVOTAL NETWORKING, INC."
006021,24,MA-L,DSC CORPORATION
006022,24,MA-L,"VICOM SYSTEMS, INC."
006023,24,MA-L,PERICOM SEMICONDUCTOR CORP.
006024,24,MA-L,"GRADIENT TECHNOLOGIES, INC."
006025,24,MA-L,ACTIVE IMAGING PLC
006026,24,MA-L,VIKING Modular Solutions
006027,24,MA-L,Superior Modular Products
006028,24,MA-L,MACROVISION CORPORATION
006029,24,MA-L,CARY PERIPHERALS INC.
00602A,24,MA-L,"SYMICRON COMPUTER COMMUNICATIONS, LTD."
00602B,24,MA-L,PEAK AUDIO
00602C,24,MA-L,"LINX Data Terminals, Inc."
00602D,24,MA-L,"ALERTON TECHNOLOGIES, INC."
00602E,24,MA-L,CYCLADES CORPORATION
00602F,24,MA-L,"Cisco Systems, Inc"
006030,24,MA-L,VILLAGE TRONIC ENTWICKLUNG
006031,24,MA-L,HRK SYSTEMS
006032,24,MA-L,"I-CUBE, INC."
006033,24,MA-L,"ACUITY IMAGING, INC."
006034,24,MA-L,ROBERT BOSCH GmbH
006035,24,MA-L,"DALLAS SEMICONDUCTOR, INC."
006036,24,MA-L,AIT Austrian Institute of Technology GmbH
006037,24,MA-L,NXP Semiconductors
006038,24,MA-L,Nortel Networks
006039,24,MA-L,"SanCom Technology, Inc."
00603A,24,MA-L,QUICK CONTROLS LTD.
00603B,24,MA-L,AMTEC spa
00603C,24,MA-L,"HAGIWARA SYS-COM CO., LTD."
00603D,24,MA-L,3CX
00603E,24,MA-L,"Cisco Systems, Inc"
00603F,24,MA-L,PATAPSCO DESIGNS
006040,24,MA-L,NETRO CORP.
006041,24,MA-L,Yokogawa Digital Computer Corporation
006042,24,MA-L,"TKS (USA), INC."
006043,24,MA-L,"iDirect, INC."
006044,24,MA-L,LITTON/POLY-SCIENTIFIC
006045,24,MA-L,PATHLIGHT TECHNOLOGIES
006046,24,MA-L,"VMETRO, INC."
006047,24,MA-L,"Cisco Systems, Inc"
006048,24,MA-L,Dell EMC
006049,24,MA-L,VINA TECHNOLOGIES
00604A,24,MA-L,SAIC IDEAS GROUP
00604B,24,MA-L,Safe-com GmbH & Co. KG
00604C,24,MA-L,Sagemcom Broadband SAS
00604D,24,MA-L,"MMC NETWORKS, INC."
00604E,24,MA-L,"CYCLE COMPUTER CORPORATION, INC."
00604F,24,MA-L,Tattile SRL
006050,24,MA-L,INTERNIX INC.
006051,24,MA-L,QUALITY SEMICONDUCTOR
006052,24,MA-L,"PERIPHERALS ENTERPRISE CO., Ltd."
006053,24,MA-L,"TOYODA MACHINE WORKS, LTD."
006054,24,MA-L,CONTROLWARE GMBH
006055,24,MA-L,CORNELL UNIVERSITY
006056,24,MA-L,"NETWORK TOOLS, INC."
006057,24,MA-L,"Murata Manufacturing Co., Ltd."
006058,24,MA-L,"COPPER MOUNTAIN COMMUNICATIONS, INC."
006059,24,MA-L,TECHNICAL COMMUNICATIONS CORP.
00605A,24,MA-L,"CELCORE, INC."
00605B,24,MA-L,"IntraServer Technology, Inc."
00605C,24,MA-L,"Cisco Systems, Inc"
00605D,24,MA-L,SCANIVALVE CORP.
00605E,24,MA-L,LIBERTY TECHNOLOGY NETWORKING
00605F,24,MA-L,NIPPON UNISOFT CORPORATION
006060,24,MA-L,Data Innovations North America
006061,24,MA-L,WHISTLE COMMUNICATIONS CORP.
006062,24,MA-L,"TELESYNC, INC."
006063,24,MA-L,PSION DACOM PLC.
006064,24,MA-L,NETCOMM LIMITED
006065,24,MA-L,B&R Industrial Automation GmbH
006066,24,MA-L,LACROIX Trafic
006067,24,MA-L,ACER NETXUS INC.
006068,24,MA-L,Dialogic Corporation
006069,24,MA-L,Brocade Communications Systems LLC
00606A,24,MA-L,MITSUBISHI WIRELESS COMMUNICATIONS. INC.
00606B,24,MA-L,Synclayer Inc.
00606C,24,MA-L,ARESCOM
00606D,24,MA-L,DIGITAL EQUIPMENT CORP.
00606E,24,MA-L,"DAVICOM SEMICONDUCTOR, INC."
00606F,24,MA-L,CLARION CORPORATION OF AMERICA
006070,24,MA-L,"Cisco Systems, Inc"
006071,24,MA-L,"MIDAS LAB, INC."
006072,24,MA-L,"VXL INSTRUMENTS, LIMITED"
006073,24,MA-L,"REDCREEK COMMUNICATIONS, INC."
006074,24,MA-L,QSC LLC
006075,24,MA-L,"PENTEK, INC."
006076,24,MA-L,SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS
006077,24,MA-L,PRISA NETWORKS
006078,24,MA-L,POWER MEASUREMENT LTD.
006079,24,MA-L,"Mainstream Data, Inc."
00607A,24,MA-L,DVS GMBH
00607B,24,MA-L,"FORE SYSTEMS, INC."
00607C,24,MA-L,"WaveAccess, Ltd."
00607D,24,MA-L,SENTIENT NETWORKS INC.
00607E,24,MA-L,"GIGALABS, INC."
00607F,24,MA-L,"AURORA TECHNOLOGIES, INC."
006080,24,MA-L,MICROTRONIX DATACOM LTD.
006081,24,MA-L,TV/COM INTERNATIONAL
006082,24,MA-L,"NOVALINK TECHNOLOGIES, INC."
006083,24,MA-L,"Cisco Systems, Inc"
006084,24,MA-L,DIGITAL VIDEO
006085,24,MA-L,Storage Concepts
006086,24,MA-L,LOGIC REPLACEMENT TECH. LTD.
006087,24,MA-L,"KANSAI ELECTRIC CO., LTD."
006088,24,MA-L,"Analog Devices, Inc."
006089,24,MA-L,XATA
00608A,24,MA-L,CITADEL COMPUTER
00608B,24,MA-L,ConferTech International
00608C,24,MA-L,3COM
00608D,24,MA-L,UNIPULSE CORP.
00608E,24,MA-L,"HE ELECTRONICS, TECHNOLOGIE & SYSTEMTECHNIK GmbH"
00608F,24,MA-L,"TEKRAM TECHNOLOGY CO., LTD."
006090,24,MA-L,Artiza Networks Inc
006091,24,MA-L,"FIRST PACIFIC NETWORKS, INC."
006092,24,MA-L,"MICRO/SYS, INC."
006093,24,MA-L,VARIAN
006094,24,MA-L,IBM Corp
006095,24,MA-L,"ACCU-TIME SYSTEMS, INC."
006096,24,MA-L,T.S. MICROTECH INC.
006097,24,MA-L,3COM
006098,24,MA-L,HT COMMUNICATIONS
006099,24,MA-L,"SBE, Inc."
00609A,24,MA-L,NJK TECHNO CO.
00609B,24,MA-L,"AstroNova, Inc"
00609C,24,MA-L,Perkin-Elmer Incorporated
00609D,24,MA-L,PMI FOOD EQUIPMENT GROUP
00609E,24,MA-L,ASC X3 - INFORMATION TECHNOLOGY STANDARDS SECRETARIATS
00609F,24,MA-L,PHAST CORPORATION
0060A0,24,MA-L,"SWITCHED NETWORK TECHNOLOGIES, INC."
0060A1,24,MA-L,"VPNet, Inc."
0060A2,24,MA-L,NIHON UNISYS LIMITED CO.
0060A3,24,MA-L,CONTINUUM TECHNOLOGY CORP.
0060A4,24,MA-L,GEW Technologies (PTY)Ltd
0060A5,24,MA-L,PERFORMANCE TELECOM CORP.
0060A6,24,MA-L,PARTICLE MEASURING SYSTEMS
0060A7,24,MA-L,MICROSENS GmbH & CO. KG
0060A8,24,MA-L,TIDOMAT AB
0060A9,24,MA-L,GESYTEC MBH
0060AA,24,MA-L,INTELLIGENT DEVICES INC. (IDI)
0060AB,24,MA-L,LARSCOM INCORPORATED
0060AC,24,MA-L,RESILIENCE CORPORATION
0060AD,24,MA-L,MegaChips Corporation
0060AE,24,MA-L,TRIO INFORMATION SYSTEMS AB
0060AF,24,MA-L,"PACIFIC MICRO DATA, INC."
0060B0,24,MA-L,Hewlett Packard
0060B1,24,MA-L,"Input/Output, Inc."
0060B2,24,MA-L,PROCESS CONTROL CORP.
0060B3,24,MA-L,"Z-COM, INC."
0060B4,24,MA-L,GLENAYRE R&D INC.
0060B5,24,MA-L,KEBA GmbH
0060B6,24,MA-L,"LAND COMPUTER CO., LTD."
0060B7,24,MA-L,"CHANNELMATIC, INC."
0060B8,24,MA-L,CORELIS Inc.
0060B9,24,MA-L,"NEC Platforms, Ltd"
0060BA,24,MA-L,"SAHARA NETWORKS, INC."
0060BB,24,MA-L,"Cabletron Systems, Inc."
0060BC,24,MA-L,"KeunYoung Electronics & Communication Co., Ltd."
0060BD,24,MA-L,Enginuity Communications
0060BE,24,MA-L,WEBTRONICS
0060BF,24,MA-L,"MACRAIGOR SYSTEMS, INC."
0060C0,24,MA-L,Nera Networks AS
0060C1,24,MA-L,WaveSpan Corporation
0060C2,24,MA-L,MPL AG
0060C3,24,MA-L,NETVISION CORPORATION
0060C4,24,MA-L,SOLITON SYSTEMS K.K.
0060C5,24,MA-L,ANCOT CORP.
0060C6,24,MA-L,DCS AG
0060C7,24,MA-L,AMATI COMMUNICATIONS CORP.
0060C8,24,MA-L,KUKA WELDING SYSTEMS & ROBOTS
0060C9,24,MA-L,"ControlNet, Inc."
0060CA,24,MA-L,HARMONIC SYSTEMS INCORPORATED
0060CB,24,MA-L,HITACHI ZOSEN CORPORATION
0060CC,24,MA-L,"EMTRAK, INCORPORATED"
0060CD,24,MA-L,"VideoServer, Inc."
0060CE,24,MA-L,ACCLAIM COMMUNICATIONS
0060CF,24,MA-L,"ALTEON NETWORKS, INC."
0060D0,24,MA-L,SNMP RESEARCH INCORPORATED
0060D1,24,MA-L,CASCADE COMMUNICATIONS
0060D2,24,MA-L,"LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS CO., LTD."
0060D3,24,MA-L,AT&T
0060D4,24,MA-L,ELDAT COMMUNICATION LTD.
0060D5,24,MA-L,"AMADA CO., LTD"
0060D6,24,MA-L,NovAtel Inc.
0060D7,24,MA-L,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)
0060D8,24,MA-L,"ELMIC SYSTEMS, INC."
0060D9,24,MA-L,TRANSYS NETWORKS INC.
0060DA,24,MA-L,"Red Lion Controls, LP"
0060DB,24,MA-L,NTP ELEKTRONIK A/S
0060DC,24,MA-L,"NEC Magnus Communications,Ltd."
0060DD,24,MA-L,"MYRICOM, INC."
0060DE,24,MA-L,Kayser-Threde GmbH
0060DF,24,MA-L,Brocade Communications Systems LLC
0060E0,24,MA-L,"AXIOM TECHNOLOGY CO., LTD."
0060E1,24,MA-L,ORCKIT COMMUNICATIONS LTD.
0060E2,24,MA-L,QUEST ENGINEERING & DEVELOPMENT
0060E3,24,MA-L,ARBIN INSTRUMENTS
0060E4,24,MA-L,"COMPUSERVE, INC."
0060E5,24,MA-L,"FUJI AUTOMATION CO., LTD."
0060E6,24,MA-L,SHOMITI SYSTEMS INCORPORATED
0060E7,24,MA-L,RANDATA
0060E8,24,MA-L,"HITACHI COMPUTER PRODUCTS (AMERICA), INC."
0060E9,24,MA-L,"ATOP TECHNOLOGIES, INC."
0060EA,24,MA-L,StreamLogic
0060EB,24,MA-L,FOURTHTRACK SYSTEMS
0060EC,24,MA-L,HERMARY OPTO ELECTRONICS INC.
0060ED,24,MA-L,RICARDO TEST AUTOMATION LTD.
0060EE,24,MA-L,APOLLO
0060EF,24,MA-L,"FLYTECH TECHNOLOGY CO., LTD."
0060F0,24,MA-L,"JOHNSON & JOHNSON MEDICAL, INC"
0060F1,24,MA-L,"EXP COMPUTER, INC."
0060F2,24,MA-L,"LASERGRAPHICS, INC."
0060F3,24,MA-L,"Performance Analysis Broadband, Spirent plc"
0060F4,24,MA-L,"ADVANCED COMPUTER SOLUTIONS, Inc."
0060F5,24,MA-L,"ICON WEST, INC."
0060F6,24,MA-L,"NEXTEST COMMUNICATIONS PRODUCTS, INC."
0060F7,24,MA-L,DATAFUSION SYSTEMS
0060F8,24,MA-L,Loran International Technologies Inc.
0060F9,24,MA-L,DIAMOND LANE COMMUNICATIONS
0060FA,24,MA-L,"EDUCATIONAL TECHNOLOGY RESOURCES, INC."
0060FB,24,MA-L,"PACKETEER, INC."
0060FC,24,MA-L,CONSERVATION THROUGH INNOVATION LTD.
0060FD,24,MA-L,"NetICs, Inc."
0060FE,24,MA-L,"LYNX SYSTEM DEVELOPERS, INC."
0060FF,24,MA-L,"QuVis, Inc."
006151,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
006168,24,MA-L,Nokia
006171,24,MA-L,"Apple, Inc."
006201,24,MA-L,"Motorola Mobility LLC, a Lenovo Company"
00620B,24,MA-L,Broadcom Limited
0062EC,24,MA-L,"Cisco Systems, Inc"
0063DE,24,MA-L,"CLOUDWALK TECHNOLOGY CO.,LTD"
006440,24,MA-L,"Cisco Systems, Inc"
0064A6,24,MA-L,Maquet CardioVascular
0064AF,24,MA-L,Dish Technologies Corp
00651E,24,MA-L,Amcrest Technologies
006619,24,MA-L,"Huawei Device Co., Ltd."
00664B,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
0066DC,24,MA-L,"Apple, Inc."
006762,24,MA-L,"Fiberhome Telecommunication Technologies Co.,LTD"
00682B,24,MA-L,"Huawei Device Co., Ltd."
0068EB,24,MA-L,HP Inc.
00692D,24,MA-L,Sunnovo International Limited
006967,24,MA-L,IEEE Registration Authority
006A5E,24,MA-L,IEEE Registration Authority
006B6F,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
006B8E,24,MA-L,"Shanghai Feixun Communication Co.,Ltd."
006B9E,24,MA-L,"Vizio, Inc"
006BA0,24,MA-L,SHENZHEN UNIVERSAL INTELLISYS PTE LTD
006BF1,24,MA-L,"Cisco Systems, Inc"
006CBC,24,MA-L,"Cisco Systems, Inc"
006CFD,24,MA-L,Sichuan Changhong Electric Ltd.
006D52,24,MA-L,"Apple, Inc."
006D61,24,MA-L,"Guangzhou V-SOLUTION Electronic Technology Co., Ltd."
006DFB,24,MA-L,Vutrix Technologies Ltd
006E02,24,MA-L,Xovis AG
006F64,24,MA-L,"Samsung Electronics Co.,Ltd"
006FF2,24,MA-L,"MITSUMI ELECTRIC CO.,LTD."
007007,24,MA-L,Espressif Inc.
0070B0,24,MA-L,M/A-COM INC. COMPANIES
0070B3,24,MA-L,DATA RECALL LTD.
007147,24,MA-L,Amazon Technologies Inc.
0071C2,24,MA-L,PEGATRON CORPORATION
0071CC,24,MA-L,"Hon Hai Precision Ind. Co.,Ltd."
007204,24,MA-L,"Samsung Electronics Co., Ltd. ARTIK"
007230,24,MA-L,Nordic Semiconductor ASA
007263,24,MA-L,"Netis Technology Co., Ltd."
007278,24,MA-L,"Cisco Systems, Inc"
0072EE,24,MA-L,Intel Corporate
00738D,24,MA-L,Shenzhen TINNO Mobile Technology Corp.
0073E0,24,MA-L,"Samsung Electronics Co.,Ltd"
00749C,24,MA-L,"Ruijie Networks Co.,LTD"
007532,24,MA-L,Integrated Engineering BV
0075E1,24,MA-L,"Ampt, LLC"
00763D,24,MA-L,Veea
007686,24,MA-L,"Cisco Systems, Inc"
0076B1,24,MA-L,Somfy-Protect By Myfox SAS
0076B6,24,MA-L,Ford Motor Company
00778D,24,MA-L,"Cisco Systems, Inc"
0077E4,24,MA-L,Nokia Solutions and Networks GmbH & Co. KG
007839,24,MA-L,Nokia
007888,24,MA-L,"Cisco Systems, Inc"
00789E,24,MA-L,Sagemcom Broadband SAS
0078CD,24,MA-L,Ignition Design Labs
007AA4,24,MA-L,FRITZ! Technology GmbH
007B18,24,MA-L,"SENTRY Co., LTD."
007C2D,24,MA-L,"Samsung Electronics Co.,Ltd"
007D3B,24,MA-L,"Samsung Electronics Co.,Ltd"
007D60,24,MA-L,"Apple, Inc."
007DFA,24,MA-L,Volkswagen Group of America
007E56,24,MA-L,China Dragon Technology Limited
007E95,24,MA-L,"Cisco Systems, Inc"
007F1D,24,MA-L,Fantasia Trading LLC
007F28,24,MA-L,"Actiontec Electronics, Inc"
008000,24,MA-L,"MULTITECH SYSTEMS, INC."
008001,24,MA-L,PERIPHONICS CORPORATION
008002,24,MA-L,SATELCOM (UK) LTD
008003,24,MA-L,HYTEC ELECTRONICS LTD.
008004,24,MA-L,"ANTLOW COMMUNICATIONS, LTD."
008005,24,MA-L,CACTUS COMPUTER INC.
008006,24,MA-L,COMPUADD CORPORATION
008007,24,MA-L,DLOG NC-SYSTEME
008008,24,MA-L,DYNATECH COMPUTER SYSTEMS
008009,24,MA-L,"JUPITER SYSTEMS, INC."
00800A,24,MA-L,JAPAN COMPUTER CORP.
00800B,24,MA-L,CSK CORPORATION
00800C,24,MA-L,VIDECOM LIMITED
00800D,24,MA-L,VOSSWINKEL F.U.
00800E,24,MA-L,ATLANTIX CORPORATION
00800F,24,MA-L,STANDARD MICROSYSTEMS
008010,24,MA-L,COMMODORE INTERNATIONAL
008011,24,MA-L,DIGITAL SYSTEMS INT'L. INC.
008012,24,MA-L,INTEGRATED MEASUREMENT SYSTEMS
008013,24,MA-L,THOMAS-CONRAD CORPORATION
008014,24,MA-L,ESPRIT SYSTEMS
008015,24,MA-L,"SEIKO SYSTEMS, INC."
008016,24,MA-L,WANDEL AND GOLTERMANN
008017,24,MA-L,PFU LIMITED
008018,24,MA-L,"KOBE STEEL, LTD."
008019,24,MA-L,"DAYNA COMMUNICATIONS, INC."
00801A,24,MA-L,BELL ATLANTIC
00801B,24,MA-L,KODIAK TECHNOLOGY
00801C,24,MA-L,NEWPORT SYSTEMS SOLUTIONS
00801D,24,MA-L,INTEGRATED INFERENCE MACHINES
00801E,24,MA-L,"XINETRON, INC."
00801F,24,MA-L,KRUPP ATLAS ELECTRONIK GMBH
008020,24,MA-L,NETWORK PRODUCTS
008021,24,MA-L,Alcatel Canada Inc.
008022,24,MA-L,SCAN-OPTICS
008023,24,MA-L,INTEGRATED BUSINESS NETWORKS
008024,24,MA-L,"KALPANA, INC."
008025,24,MA-L,Telit Wireless Solutions GmbH
008026,24,MA-L,NETWORK PRODUCTS CORPORATION
008027,24,MA-L,"ADAPTIVE SYSTEMS, INC."
008028,24,MA-L,TRADPOST (HK) LTD
008029,24,MA-L,"EAGLE TECHNOLOGY, INC."
00802A,24,MA-L,TEST SYSTEMS & SIMULATIONS INC
00802B,24,MA-L,INTEGRATED MARKETING CO
00802C,24,MA-L,THE SAGE GROUP PLC
00802D,24,MA-L,XYLOGICS INC
00802E,24,MA-L,CASTLE ROCK COMPUTING
00802F,24,MA-L,NATIONAL INSTRUMENTS CORP.
008030,24,MA-L,NEXUS ELECTRONICS
008031,24,MA-L,"BASYS, CORP."
008032,24,MA-L,"ACCESS CO., LTD."
008033,24,MA-L,"EMS Aviation, Inc."
008034,24,MA-L,SMT GOUPIL
008035,24,MA-L,"TECHNOLOGY WORKS, INC."
008036,24,MA-L,REFLEX MANUFACTURING SYSTEMS
008037,24,MA-L,Ericsson Group
008038,24,MA-L,DATA RESEARCH & APPLICATIONS
008039,24,MA-L,ALCATEL STC AUSTRALIA
00803A,24,MA-L,"VARITYPER, INC."
00803B,24,MA-L,"APT COMMUNICATIONS, INC."
00803C,24,MA-L,TVS ELECTRONICS LTD
00803D,24,MA-L,"SURIGIKEN CO.,  LTD."
00803E,24,MA-L,SYNERNETICS
00803F,24,MA-L,TATUNG COMPANY
008040,24,MA-L,JOHN FLUKE MANUFACTURING CO.
